EmployeeNumber,Variable,Value
2065,Gender,Male
2068,Gender,Male
1,Age,41
2,Age,49
4,Age,37
5,Age,33
7,Age,27
8,Age,32
10,Age,59
11,Age,30
12,Age,38
13,Age,36
14,Age,35
15,Age,29
16,Age,31
18,Age,34
19,Age,28
20,Age,29
21,Age,32
22,Age,22
23,Age,53
24,Age,38
26,Age,24
27,Age,36
28,Age,34
30,Age,21
31,Age,34
32,Age,53
33,Age,32
35,Age,42
36,Age,44
38,Age,46
39,Age,33
40,Age,44
41,Age,30
42,Age,39
45,Age,24
46,Age,43
47,Age,50
49,Age,35
51,Age,36
52,Age,33
53,Age,35
54,Age,27
55,Age,26
56,Age,27
57,Age,30
58,Age,41
60,Age,34
61,Age,37
62,Age,46
63,Age,35
64,Age,48
65,Age,28
68,Age,44
70,Age,35
72,Age,26
73,Age,33
74,Age,35
75,Age,35
76,Age,31
77,Age,37
78,Age,32
79,Age,38
80,Age,50
81,Age,59
83,Age,36
84,Age,55
85,Age,36
86,Age,45
88,Age,35
90,Age,36
91,Age,59
94,Age,29
95,Age,31
96,Age,32
97,Age,36
98,Age,31
100,Age,35
101,Age,45
102,Age,37
103,Age,46
104,Age,30
105,Age,35
106,Age,55
107,Age,38
110,Age,34
112,Age,56
113,Age,23
116,Age,51
117,Age,30
118,Age,46
119,Age,40
120,Age,51
121,Age,30
124,Age,46
125,Age,32
126,Age,54
128,Age,24
129,Age,28
131,Age,58
132,Age,44
133,Age,37
134,Age,32
137,Age,20
138,Age,34
139,Age,37
140,Age,59
141,Age,50
142,Age,25
143,Age,25
144,Age,22
145,Age,51
147,Age,34
148,Age,54
150,Age,24
151,Age,34
152,Age,37
153,Age,34
154,Age,36
155,Age,36
158,Age,43
159,Age,30
160,Age,33
161,Age,56
162,Age,51
163,Age,31
164,Age,26
165,Age,58
167,Age,19
169,Age,22
170,Age,49
171,Age,43
174,Age,50
175,Age,31
176,Age,41
177,Age,26
178,Age,36
179,Age,51
182,Age,39
183,Age,25
184,Age,30
190,Age,32
192,Age,45
193,Age,38
194,Age,30
195,Age,32
197,Age,30
198,Age,30
199,Age,41
200,Age,41
201,Age,19
202,Age,40
204,Age,35
205,Age,53
206,Age,45
207,Age,32
208,Age,29
211,Age,51
214,Age,58
215,Age,40
216,Age,34
217,Age,22
218,Age,27
221,Age,28
223,Age,57
224,Age,27
226,Age,50
227,Age,41
228,Age,30
230,Age,38
231,Age,32
233,Age,27
235,Age,19
238,Age,36
239,Age,30
240,Age,45
241,Age,56
242,Age,33
243,Age,19
244,Age,46
245,Age,38
246,Age,31
247,Age,34
248,Age,41
249,Age,50
250,Age,53
252,Age,33
253,Age,40
254,Age,55
256,Age,34
258,Age,51
259,Age,52
260,Age,27
261,Age,35
262,Age,43
264,Age,45
267,Age,37
269,Age,35
270,Age,42
271,Age,38
273,Age,38
274,Age,27
275,Age,49
277,Age,34
281,Age,40
282,Age,38
283,Age,29
284,Age,22
286,Age,36
287,Age,40
288,Age,46
291,Age,32
292,Age,30
293,Age,27
296,Age,51
297,Age,30
298,Age,41
299,Age,30
300,Age,29
302,Age,45
303,Age,54
304,Age,36
305,Age,33
306,Age,37
307,Age,38
308,Age,31
309,Age,59
311,Age,37
312,Age,29
314,Age,35
315,Age,29
316,Age,52
319,Age,42
321,Age,59
323,Age,50
325,Age,33
327,Age,43
328,Age,33
329,Age,52
330,Age,32
331,Age,32
332,Age,39
333,Age,32
334,Age,41
335,Age,40
336,Age,45
337,Age,31
338,Age,33
339,Age,34
340,Age,37
341,Age,45
342,Age,37
343,Age,39
346,Age,29
347,Age,42
349,Age,29
350,Age,25
351,Age,42
352,Age,40
353,Age,51
355,Age,31
359,Age,32
361,Age,38
362,Age,32
363,Age,46
364,Age,28
366,Age,29
367,Age,31
369,Age,25
372,Age,45
373,Age,36
374,Age,55
376,Age,47
377,Age,28
378,Age,37
379,Age,21
380,Age,37
381,Age,35
382,Age,38
384,Age,26
385,Age,50
386,Age,53
387,Age,42
388,Age,29
389,Age,55
390,Age,26
391,Age,37
392,Age,44
393,Age,38
394,Age,26
395,Age,28
396,Age,49
397,Age,36
399,Age,31
401,Age,26
403,Age,37
404,Age,42
405,Age,18
406,Age,35
407,Age,36
408,Age,51
410,Age,41
411,Age,18
412,Age,28
416,Age,31
417,Age,39
419,Age,36
420,Age,32
421,Age,38
422,Age,58
423,Age,31
424,Age,31
425,Age,45
426,Age,31
428,Age,33
429,Age,39
430,Age,43
431,Age,49
433,Age,52
434,Age,27
436,Age,32
437,Age,27
438,Age,31
439,Age,32
440,Age,28
441,Age,30
442,Age,31
444,Age,39
445,Age,39
446,Age,33
447,Age,47
448,Age,43
449,Age,27
450,Age,54
451,Age,43
452,Age,45
453,Age,40
454,Age,29
455,Age,29
456,Age,30
458,Age,27
460,Age,37
461,Age,38
462,Age,31
463,Age,29
464,Age,35
465,Age,23
466,Age,41
467,Age,47
468,Age,42
469,Age,29
470,Age,42
471,Age,32
473,Age,48
474,Age,37
475,Age,30
476,Age,26
477,Age,42
478,Age,21
479,Age,36
481,Age,36
482,Age,57
483,Age,40
484,Age,21
485,Age,33
486,Age,37
487,Age,46
488,Age,41
491,Age,50
492,Age,40
493,Age,31
494,Age,21
495,Age,29
496,Age,35
497,Age,27
498,Age,28
499,Age,49
500,Age,51
501,Age,36
502,Age,34
505,Age,55
507,Age,24
508,Age,30
510,Age,26
511,Age,22
513,Age,36
514,Age,30
515,Age,37
516,Age,40
517,Age,42
518,Age,37
520,Age,43
521,Age,40
522,Age,54
523,Age,34
524,Age,31
525,Age,43
526,Age,43
527,Age,25
529,Age,37
530,Age,31
531,Age,39
532,Age,56
533,Age,30
534,Age,41
536,Age,28
538,Age,25
543,Age,52
544,Age,45
546,Age,52
547,Age,42
548,Age,30
549,Age,60
550,Age,46
551,Age,42
554,Age,24
555,Age,34
556,Age,38
558,Age,40
560,Age,26
562,Age,30
564,Age,29
565,Age,29
566,Age,19
567,Age,30
568,Age,57
569,Age,50
571,Age,30
573,Age,60
574,Age,47
575,Age,46
577,Age,35
578,Age,54
579,Age,34
580,Age,46
581,Age,31
582,Age,33
584,Age,33
585,Age,30
586,Age,35
587,Age,31
590,Age,34
591,Age,42
592,Age,36
593,Age,22
595,Age,48
597,Age,55
599,Age,41
600,Age,35
601,Age,40
602,Age,39
604,Age,31
605,Age,42
606,Age,45
608,Age,26
611,Age,29
612,Age,33
613,Age,31
614,Age,18
615,Age,40
616,Age,41
618,Age,26
620,Age,35
621,Age,34
622,Age,26
623,Age,37
624,Age,46
625,Age,41
626,Age,37
630,Age,52
631,Age,32
632,Age,24
634,Age,38
635,Age,37
638,Age,49
639,Age,24
641,Age,26
643,Age,24
644,Age,50
645,Age,25
647,Age,24
648,Age,30
649,Age,34
650,Age,31
652,Age,35
653,Age,31
655,Age,27
656,Age,37
657,Age,20
659,Age,42
661,Age,43
662,Age,38
663,Age,43
664,Age,48
665,Age,44
666,Age,34
667,Age,27
669,Age,21
671,Age,44
675,Age,22
677,Age,33
679,Age,32
680,Age,30
682,Age,53
683,Age,34
684,Age,45
686,Age,26
689,Age,37
690,Age,29
691,Age,35
692,Age,33
698,Age,54
699,Age,36
700,Age,27
701,Age,20
702,Age,33
704,Age,35
705,Age,23
707,Age,25
709,Age,38
710,Age,29
712,Age,48
714,Age,27
715,Age,37
716,Age,50
717,Age,34
720,Age,24
721,Age,39
722,Age,32
723,Age,50
724,Age,38
725,Age,27
727,Age,32
728,Age,47
729,Age,40
730,Age,53
731,Age,41
732,Age,60
733,Age,27
734,Age,41
738,Age,50
741,Age,28
742,Age,36
743,Age,38
744,Age,44
746,Age,47
747,Age,30
749,Age,29
752,Age,42
754,Age,43
757,Age,34
758,Age,23
760,Age,39
762,Age,56
763,Age,40
764,Age,27
766,Age,29
769,Age,53
771,Age,35
772,Age,32
773,Age,38
775,Age,34
776,Age,52
780,Age,33
781,Age,25
783,Age,45
784,Age,23
785,Age,47
786,Age,34
787,Age,55
789,Age,36
791,Age,52
792,Age,26
793,Age,29
796,Age,26
797,Age,34
799,Age,54
800,Age,27
802,Age,37
803,Age,38
804,Age,34
805,Age,35
806,Age,30
807,Age,40
808,Age,34
809,Age,42
811,Age,23
812,Age,24
813,Age,52
815,Age,50
816,Age,29
817,Age,33
819,Age,33
820,Age,47
823,Age,36
824,Age,29
825,Age,58
826,Age,35
827,Age,42
828,Age,28
829,Age,36
830,Age,32
832,Age,40
833,Age,30
834,Age,45
836,Age,42
837,Age,38
838,Age,34
840,Age,49
842,Age,55
843,Age,43
844,Age,27
845,Age,35
846,Age,28
847,Age,34
848,Age,26
850,Age,27
851,Age,51
852,Age,44
854,Age,25
855,Age,33
856,Age,35
857,Age,36
859,Age,32
861,Age,30
862,Age,53
864,Age,45
865,Age,32
867,Age,52
868,Age,37
869,Age,28
872,Age,22
874,Age,44
875,Age,42
878,Age,36
879,Age,25
880,Age,35
881,Age,35
882,Age,32
885,Age,25
887,Age,49
888,Age,24
889,Age,32
893,Age,38
894,Age,42
895,Age,31
896,Age,29
897,Age,53
899,Age,35
900,Age,37
901,Age,53
902,Age,43
903,Age,47
904,Age,37
905,Age,50
909,Age,39
910,Age,33
911,Age,32
912,Age,29
913,Age,44
916,Age,28
918,Age,58
920,Age,43
922,Age,20
923,Age,21
924,Age,36
925,Age,47
926,Age,22
927,Age,41
930,Age,28
932,Age,39
933,Age,27
934,Age,34
936,Age,42
939,Age,33
940,Age,58
941,Age,31
942,Age,35
944,Age,49
945,Age,48
947,Age,31
949,Age,36
950,Age,38
951,Age,32
952,Age,25
954,Age,40
956,Age,26
957,Age,41
958,Age,36
959,Age,19
960,Age,20
961,Age,31
964,Age,40
966,Age,32
967,Age,36
969,Age,33
970,Age,37
972,Age,45
974,Age,29
975,Age,35
976,Age,52
977,Age,58
981,Age,53
982,Age,30
983,Age,38
984,Age,35
985,Age,39
986,Age,40
987,Age,47
990,Age,36
991,Age,31
992,Age,33
994,Age,29
995,Age,33
996,Age,45
997,Age,50
998,Age,33
999,Age,41
1001,Age,27
1002,Age,45
1003,Age,47
1004,Age,30
1005,Age,50
1006,Age,38
1007,Age,46
1009,Age,24
1010,Age,35
1011,Age,31
1012,Age,18
1013,Age,54
1014,Age,35
1015,Age,30
1016,Age,20
1017,Age,30
1018,Age,26
1019,Age,22
1022,Age,48
1024,Age,48
1025,Age,41
1026,Age,39
1027,Age,27
1028,Age,35
1029,Age,42
1030,Age,50
1032,Age,59
1033,Age,37
1034,Age,55
1035,Age,41
1036,Age,38
1037,Age,26
1038,Age,52
1039,Age,44
1040,Age,50
1042,Age,36
1043,Age,39
1044,Age,33
1045,Age,45
1046,Age,32
1047,Age,34
1048,Age,59
1049,Age,45
1050,Age,53
1052,Age,36
1053,Age,26
1055,Age,34
1056,Age,28
1060,Age,38
1061,Age,50
1062,Age,37
1066,Age,40
1068,Age,26
1069,Age,46
1070,Age,54
1071,Age,56
1073,Age,36
1074,Age,55
1076,Age,43
1077,Age,20
1079,Age,21
1080,Age,46
1081,Age,51
1082,Age,28
1083,Age,26
1084,Age,30
1085,Age,41
1088,Age,38
1092,Age,40
1094,Age,27
1096,Age,55
1097,Age,28
1098,Age,44
1099,Age,33
1100,Age,35
1101,Age,33
1102,Age,28
1103,Age,34
1105,Age,37
1106,Age,25
1107,Age,26
1108,Age,33
1109,Age,42
1111,Age,28
1113,Age,50
1114,Age,33
1115,Age,34
1116,Age,48
1117,Age,45
1118,Age,52
1119,Age,38
1120,Age,29
1121,Age,28
1124,Age,46
1125,Age,38
1126,Age,43
1127,Age,39
1128,Age,40
1131,Age,21
1132,Age,39
1133,Age,36
1135,Age,31
1136,Age,28
1137,Age,35
1138,Age,49
1140,Age,34
1143,Age,29
1148,Age,42
1150,Age,29
1152,Age,38
1154,Age,28
1156,Age,18
1157,Age,33
1158,Age,41
1160,Age,31
1161,Age,37
1162,Age,27
1163,Age,34
1164,Age,35
1165,Age,29
1166,Age,40
1167,Age,42
1171,Age,42
1172,Age,35
1173,Age,24
1175,Age,28
1177,Age,26
1179,Age,30
1180,Age,40
1182,Age,35
1184,Age,34
1185,Age,35
1188,Age,43
1190,Age,32
1191,Age,56
1192,Age,29
1193,Age,19
1195,Age,45
1196,Age,37
1198,Age,20
1200,Age,44
1201,Age,53
1202,Age,29
1203,Age,22
1204,Age,46
1206,Age,44
1207,Age,33
1210,Age,41
1211,Age,30
1212,Age,40
1215,Age,50
1216,Age,28
1217,Age,46
1218,Age,35
1219,Age,24
1220,Age,33
1221,Age,36
1224,Age,30
1225,Age,44
1226,Age,20
1228,Age,46
1231,Age,42
1233,Age,60
1234,Age,32
1235,Age,32
1237,Age,36
1238,Age,33
1239,Age,40
1240,Age,25
1241,Age,30
1242,Age,42
1243,Age,35
1244,Age,27
1245,Age,54
1246,Age,44
1248,Age,19
1249,Age,29
1250,Age,54
1251,Age,31
1252,Age,31
1254,Age,59
1255,Age,43
1256,Age,49
1257,Age,36
1258,Age,48
1259,Age,27
1260,Age,29
1263,Age,48
1264,Age,29
1265,Age,34
1267,Age,44
1268,Age,33
1269,Age,19
1270,Age,23
1273,Age,25
1275,Age,26
1277,Age,45
1278,Age,55
1279,Age,21
1280,Age,46
1281,Age,34
1282,Age,51
1283,Age,59
1285,Age,34
1286,Age,28
1288,Age,44
1289,Age,34
1291,Age,35
1292,Age,42
1293,Age,43
1294,Age,36
1295,Age,44
1296,Age,28
1297,Age,51
1298,Age,30
1299,Age,29
1301,Age,28
1303,Age,25
1304,Age,32
1306,Age,45
1307,Age,39
1308,Age,58
1309,Age,32
1310,Age,39
1311,Age,30
1312,Age,36
1314,Age,46
1315,Age,28
1317,Age,50
1318,Age,40
1319,Age,52
1321,Age,30
1322,Age,39
1324,Age,31
1329,Age,41
1331,Age,31
1333,Age,44
1334,Age,42
1336,Age,55
1338,Age,56
1340,Age,40
1344,Age,34
1346,Age,40
1349,Age,41
1350,Age,35
1352,Age,51
1355,Age,38
1356,Age,34
1358,Age,25
1360,Age,58
1361,Age,40
1362,Age,36
1363,Age,48
1364,Age,27
1367,Age,51
1368,Age,18
1369,Age,35
1371,Age,27
1372,Age,55
1373,Age,56
1374,Age,34
1375,Age,40
1377,Age,34
1379,Age,31
1380,Age,35
1382,Age,38
1383,Age,34
1387,Age,28
1389,Age,31
1390,Age,39
1391,Age,51
1392,Age,41
1394,Age,37
1395,Age,33
1396,Age,32
1397,Age,39
1399,Age,25
1401,Age,52
1402,Age,43
1403,Age,27
1405,Age,27
1407,Age,26
1408,Age,42
1409,Age,52
1411,Age,37
1412,Age,35
1415,Age,25
1417,Age,26
1419,Age,29
1420,Age,49
1421,Age,29
1422,Age,54
1423,Age,58
1424,Age,55
1425,Age,36
1427,Age,31
1428,Age,30
1430,Age,31
1431,Age,34
1433,Age,31
1434,Age,27
1435,Age,36
1436,Age,36
1438,Age,47
1439,Age,25
1440,Age,37
1441,Age,56
1443,Age,47
1445,Age,24
1446,Age,32
1447,Age,34
1448,Age,41
1449,Age,40
1453,Age,31
1457,Age,46
1458,Age,39
1459,Age,31
1460,Age,45
1461,Age,31
1464,Age,31
1465,Age,45
1466,Age,48
1467,Age,34
1468,Age,40
1469,Age,28
1471,Age,44
1472,Age,53
1473,Age,49
1474,Age,40
1475,Age,44
1477,Age,33
1478,Age,34
1479,Age,30
1480,Age,42
1481,Age,44
1482,Age,30
1483,Age,57
1484,Age,49
1485,Age,34
1486,Age,28
1487,Age,29
1489,Age,34
1492,Age,35
1494,Age,24
1495,Age,24
1496,Age,44
1497,Age,29
1499,Age,30
1501,Age,55
1502,Age,33
1503,Age,47
1504,Age,28
1506,Age,28
1507,Age,28
1509,Age,49
1513,Age,29
1514,Age,28
1515,Age,33
1516,Age,32
1520,Age,54
1522,Age,29
1523,Age,44
1525,Age,39
1527,Age,46
1529,Age,35
1533,Age,23
1534,Age,40
1535,Age,34
1537,Age,31
1539,Age,50
1541,Age,34
1542,Age,42
1543,Age,37
1544,Age,29
1545,Age,33
1546,Age,45
1547,Age,42
1548,Age,40
1549,Age,33
1550,Age,40
1551,Age,24
1552,Age,40
1553,Age,45
1554,Age,35
1555,Age,32
1556,Age,36
1557,Age,48
1558,Age,29
1560,Age,33
1562,Age,30
1563,Age,38
1564,Age,35
1568,Age,30
1569,Age,35
1572,Age,53
1573,Age,38
1574,Age,32
1576,Age,48
1577,Age,34
1578,Age,55
1580,Age,34
1581,Age,26
1582,Age,38
1583,Age,38
1585,Age,36
1586,Age,29
1587,Age,35
1588,Age,39
1590,Age,29
1591,Age,50
1592,Age,23
1594,Age,36
1595,Age,42
1596,Age,35
1597,Age,34
1598,Age,40
1599,Age,43
1601,Age,35
1602,Age,46
1604,Age,28
1605,Age,22
1606,Age,50
1607,Age,32
1608,Age,44
1609,Age,30
1611,Age,45
1612,Age,45
1613,Age,31
1614,Age,36
1615,Age,34
1617,Age,49
1618,Age,39
1619,Age,27
1621,Age,35
1622,Age,28
1623,Age,21
1624,Age,18
1625,Age,47
1627,Age,39
1628,Age,40
1630,Age,35
1631,Age,37
1633,Age,39
1635,Age,45
1638,Age,38
1639,Age,35
1640,Age,37
1641,Age,40
1642,Age,44
1644,Age,48
1645,Age,35
1646,Age,24
1647,Age,27
1648,Age,27
1649,Age,40
1650,Age,29
1651,Age,36
1653,Age,25
1654,Age,39
1655,Age,49
1656,Age,50
1657,Age,20
1658,Age,34
1659,Age,36
1661,Age,49
1662,Age,36
1664,Age,36
1665,Age,54
1666,Age,43
1667,Age,35
1668,Age,38
1669,Age,29
1670,Age,33
1671,Age,32
1673,Age,31
1674,Age,49
1675,Age,38
1676,Age,47
1677,Age,49
1678,Age,41
1680,Age,20
1681,Age,33
1682,Age,36
1683,Age,44
1684,Age,23
1687,Age,38
1689,Age,53
1691,Age,48
1692,Age,32
1693,Age,26
1694,Age,55
1696,Age,34
1697,Age,60
1698,Age,33
1700,Age,37
1701,Age,34
1702,Age,23
1703,Age,44
1704,Age,35
1706,Age,43
1707,Age,24
1708,Age,41
1709,Age,29
1710,Age,36
1712,Age,45
1714,Age,24
1716,Age,47
1718,Age,26
1719,Age,45
1720,Age,32
1721,Age,31
1722,Age,41
1724,Age,40
1725,Age,24
1727,Age,46
1728,Age,35
1729,Age,30
1731,Age,47
1732,Age,46
1733,Age,36
1734,Age,32
1735,Age,23
1736,Age,31
1737,Age,39
1739,Age,32
1740,Age,40
1744,Age,45
1745,Age,30
1746,Age,24
1747,Age,30
1749,Age,31
1751,Age,27
1752,Age,29
1753,Age,29
1754,Age,30
1755,Age,34
1756,Age,33
1757,Age,49
1758,Age,33
1760,Age,38
1761,Age,31
1762,Age,29
1763,Age,30
1764,Age,32
1766,Age,38
1767,Age,43
1768,Age,42
1770,Age,55
1771,Age,33
1772,Age,41
1774,Age,34
1775,Age,53
1778,Age,43
1779,Age,34
1780,Age,21
1782,Age,38
1783,Age,22
1784,Age,31
1786,Age,51
1787,Age,37
1789,Age,46
1790,Age,36
1792,Age,44
1794,Age,37
1797,Age,35
1798,Age,33
1799,Age,28
1800,Age,39
1801,Age,46
1802,Age,40
1803,Age,42
1804,Age,35
1805,Age,38
1807,Age,34
1809,Age,37
1812,Age,39
1813,Age,43
1814,Age,41
1815,Age,41
1816,Age,30
1818,Age,26
1821,Age,46
1822,Age,40
1823,Age,34
1824,Age,58
1826,Age,35
1827,Age,47
1829,Age,40
1830,Age,54
1833,Age,31
1834,Age,28
1835,Age,38
1836,Age,26
1837,Age,58
1839,Age,18
1842,Age,31
1844,Age,29
1845,Age,45
1847,Age,36
1849,Age,43
1850,Age,27
1852,Age,29
1853,Age,32
1854,Age,42
1856,Age,47
1857,Age,46
1858,Age,28
1859,Age,29
1860,Age,42
1862,Age,32
1863,Age,46
1864,Age,27
1865,Age,29
1866,Age,43
1867,Age,48
1868,Age,29
1869,Age,46
1870,Age,27
1871,Age,39
1873,Age,55
1875,Age,28
1876,Age,30
1878,Age,22
1880,Age,36
1881,Age,31
1882,Age,34
1883,Age,29
1885,Age,37
1886,Age,35
1888,Age,45
1890,Age,36
1892,Age,40
1893,Age,26
1898,Age,27
1900,Age,48
1903,Age,44
1905,Age,34
1907,Age,56
1908,Age,36
1909,Age,41
1911,Age,42
1912,Age,31
1915,Age,34
1916,Age,31
1918,Age,26
1922,Age,45
1924,Age,33
1927,Age,28
1928,Age,29
1929,Age,39
1931,Age,27
1932,Age,34
1933,Age,28
1934,Age,47
1935,Age,56
1936,Age,39
1937,Age,38
1938,Age,58
1939,Age,32
1940,Age,38
1941,Age,49
1943,Age,42
1944,Age,27
1945,Age,35
1947,Age,28
1948,Age,31
1949,Age,36
1950,Age,34
1951,Age,34
1952,Age,26
1954,Age,29
1955,Age,32
1956,Age,31
1960,Age,28
1961,Age,38
1962,Age,35
1965,Age,27
1966,Age,32
1967,Age,31
1968,Age,53
1969,Age,54
1970,Age,33
1971,Age,43
1972,Age,38
1973,Age,55
1974,Age,31
1975,Age,39
1976,Age,42
1979,Age,31
1980,Age,54
1981,Age,24
1982,Age,23
1985,Age,40
1986,Age,40
1987,Age,25
1989,Age,30
1992,Age,25
1993,Age,47
1994,Age,33
1995,Age,38
1996,Age,31
1997,Age,38
1998,Age,42
1999,Age,41
2000,Age,47
2003,Age,35
2007,Age,22
2008,Age,35
2009,Age,33
2010,Age,32
2012,Age,40
2013,Age,32
2014,Age,39
2015,Age,38
2016,Age,32
2017,Age,37
2018,Age,25
2019,Age,52
2020,Age,44
2021,Age,21
2022,Age,39
2023,Age,23
2024,Age,36
2025,Age,36
2026,Age,56
2027,Age,29
2031,Age,42
2032,Age,56
2034,Age,41
2035,Age,34
2036,Age,36
2037,Age,41
2038,Age,32
2040,Age,35
2041,Age,38
2044,Age,50
2045,Age,36
2046,Age,45
2048,Age,40
2049,Age,35
2051,Age,40
2052,Age,35
2053,Age,29
2054,Age,29
2055,Age,50
2056,Age,39
2057,Age,31
2060,Age,26
2061,Age,36
2062,Age,39
2064,Age,27
2065,Age,49
2068,Age,34
1,EmployeeCount,1
2,EmployeeCount,1
4,EmployeeCount,1
5,EmployeeCount,1
7,EmployeeCount,1
8,EmployeeCount,1
10,EmployeeCount,1
11,EmployeeCount,1
12,EmployeeCount,1
13,EmployeeCount,1
14,EmployeeCount,1
15,EmployeeCount,1
16,EmployeeCount,1
18,EmployeeCount,1
19,EmployeeCount,1
20,EmployeeCount,1
21,EmployeeCount,1
22,EmployeeCount,1
23,EmployeeCount,1
24,EmployeeCount,1
26,EmployeeCount,1
27,EmployeeCount,1
28,EmployeeCount,1
30,EmployeeCount,1
31,EmployeeCount,1
32,EmployeeCount,1
33,EmployeeCount,1
35,EmployeeCount,1
36,EmployeeCount,1
38,EmployeeCount,1
39,EmployeeCount,1
40,EmployeeCount,1
41,EmployeeCount,1
42,EmployeeCount,1
45,EmployeeCount,1
46,EmployeeCount,1
47,EmployeeCount,1
49,EmployeeCount,1
51,EmployeeCount,1
52,EmployeeCount,1
53,EmployeeCount,1
54,EmployeeCount,1
55,EmployeeCount,1
56,EmployeeCount,1
57,EmployeeCount,1
58,EmployeeCount,1
60,EmployeeCount,1
61,EmployeeCount,1
62,EmployeeCount,1
63,EmployeeCount,1
64,EmployeeCount,1
65,EmployeeCount,1
68,EmployeeCount,1
70,EmployeeCount,1
72,EmployeeCount,1
73,EmployeeCount,1
74,EmployeeCount,1
75,EmployeeCount,1
76,EmployeeCount,1
77,EmployeeCount,1
78,EmployeeCount,1
79,EmployeeCount,1
80,EmployeeCount,1
81,EmployeeCount,1
83,EmployeeCount,1
84,EmployeeCount,1
85,EmployeeCount,1
86,EmployeeCount,1
88,EmployeeCount,1
90,EmployeeCount,1
91,EmployeeCount,1
94,EmployeeCount,1
95,EmployeeCount,1
96,EmployeeCount,1
97,EmployeeCount,1
98,EmployeeCount,1
100,EmployeeCount,1
101,EmployeeCount,1
102,EmployeeCount,1
103,EmployeeCount,1
104,EmployeeCount,1
105,EmployeeCount,1
106,EmployeeCount,1
107,EmployeeCount,1
110,EmployeeCount,1
112,EmployeeCount,1
113,EmployeeCount,1
116,EmployeeCount,1
117,EmployeeCount,1
118,EmployeeCount,1
119,EmployeeCount,1
120,EmployeeCount,1
121,EmployeeCount,1
124,EmployeeCount,1
125,EmployeeCount,1
126,EmployeeCount,1
128,EmployeeCount,1
129,EmployeeCount,1
131,EmployeeCount,1
132,EmployeeCount,1
133,EmployeeCount,1
134,EmployeeCount,1
137,EmployeeCount,1
138,EmployeeCount,1
139,EmployeeCount,1
140,EmployeeCount,1
141,EmployeeCount,1
142,EmployeeCount,1
143,EmployeeCount,1
144,EmployeeCount,1
145,EmployeeCount,1
147,EmployeeCount,1
148,EmployeeCount,1
150,EmployeeCount,1
151,EmployeeCount,1
152,EmployeeCount,1
153,EmployeeCount,1
154,EmployeeCount,1
155,EmployeeCount,1
158,EmployeeCount,1
159,EmployeeCount,1
160,EmployeeCount,1
161,EmployeeCount,1
162,EmployeeCount,1
163,EmployeeCount,1
164,EmployeeCount,1
165,EmployeeCount,1
167,EmployeeCount,1
169,EmployeeCount,1
170,EmployeeCount,1
171,EmployeeCount,1
174,EmployeeCount,1
175,EmployeeCount,1
176,EmployeeCount,1
177,EmployeeCount,1
178,EmployeeCount,1
179,EmployeeCount,1
182,EmployeeCount,1
183,EmployeeCount,1
184,EmployeeCount,1
190,EmployeeCount,1
192,EmployeeCount,1
193,EmployeeCount,1
